symbol,pole_date,pole_low,pole_high,pole_high_date,pole_gain,flag_bars,flag_end_date,rail,rail_slope_pct,sweep_date,sweep_low,sweep_below_pct,entry_date,entry,stop,target,risk_pct,reward_R,atr,status,bars_since_entry,vol_x20,sweep_bars,sweep_red,sweep_red_frac,sweep_vol_x20,sweep_vol_vs_drift,sweep_close_pos,sweep_leg_pct,turnover_cr,entry_gt_prior_high,entry_gt_flush_high,entry_vs_rail_pct,rebased,rebased_from,R_voided,outcome,R,ret_horizon,mfe,mae,bars_held,R_struct,outcome_struct,bars_held_struct,entry_idx,sweep_idx,flag_end_idx,pole_idx,trigger_mode,exit_date_void,voided_setups,shortName,mcap_cr,watchlist,year,nifty_bull
TIRUMALCHM.NS,2021-09-17,188.7,309.4,2021-09-30,0.6396,11,2021-10-18,288.0,-0.378,2021-12-20,200.0,-30.56,2021-12-02,229.95,193.62,309.4,15.8,2.19,12.76,DONE,,0.56,44,28,0.64,3.34,9.14,0.52,-8.35,9.61,False,False,,0,,0.0,voided,-0.67,0.1176,0.2133,-0.1302,12,,,,1460,1429,-1,-1,first_bullish,2021-12-20,,THIRUMALAI CHEMICALS LTD,1964.4,False,2021,True
ASHOKA.NS,2021-10-08,96.6,125.0,2021-10-13,0.294,30,2021-11-29,97.1,-0.478,2021-11-29,87.55,-9.84,2021-12-03,100.4,85.3,125.0,15.04,1.63,4.5,DONE,,5.3,0,0,,,,,,71.96,False,False,,0,,0.0,voided,-0.75,0.0354,0.0817,-0.2017,11,,,,1461,1457,-1,-1,first_bullish,2021-12-20,,ASHOKA BUILDCON LTD,3173.6,False,2021,True
PFOCUS.NS,2021-08-24,48.45,79.45,2021-09-07,0.6398,13,2021-09-27,76.9,-0.803,2021-12-21,62.05,-19.31,2021-12-03,79.7,59.78,79.45,24.99,-0.01,4.54,DONE,,1.29,59,38,0.64,7.49,19.1,0.63,-5.0,76.27,False,False,,0,,0.0,voided,-0.76,-0.1813,0.2415,-0.2215,11,,,,1461,1415,-1,-1,rail_reclaim,2021-12-20,,PRIME FOCUS LIMITED,24823.4,False,2021,True
DLF.NS,2021-09-22,319.55,431.65,2021-10-04,0.3508,36,2021-11-26,388.2,-0.035,2021-11-29,363.1,-6.47,2021-12-07,391.2,355.37,431.65,9.16,1.13,15.47,DONE,,0.9,2,2,1.0,1.71,3.01,0.58,-7.46,235.47,True,True,0.77,0,,0.0,stopped,-1.0,0.0325,0.0989,-0.187,48,-1.0,stopped,48.0,1463,1456,1456,1412,rail_reclaim,,,DLF LIMITED,165944.9,False,2021,True
RELIGARE.NS,2021-09-16,149.0,194.8,2021-09-24,0.3074,16,2021-10-19,166.75,-0.26,2021-10-19,97.65,-41.44,2021-12-07,152.45,130.55,194.8,14.37,1.93,9.49,DONE,,0.86,0,0,,,,,,30.77,False,False,,0,,0.0,voided,-0.35,-0.1338,0.0397,-0.2555,5,,,,1463,1430,-1,-1,first_bullish,2021-12-14,,RELIGARE ENTER. LTD.,8284.6,False,2021,True
HEGAM.NS,2021-10-04,425.0,525.8,2021-10-05,0.2372,11,2021-10-21,460.0,-0.484,2021-10-21,206.4,-55.13,2021-12-08,359.18,295.1,525.8,17.84,2.6,15.02,DONE,,1.07,0,0,,,,,,74.64,False,False,,0,,0.0,voided,-0.21,-0.0308,0.0834,-0.4254,5,,,,1464,1432,-1,-1,first_bullish,2021-12-15,,,7758.5,False,2021,True
SHOPERSTOP.NS,2021-10-21,267.8,384.9,2021-11-02,0.4373,12,2021-11-22,350.0,0.157,2021-11-29,301.1,-13.97,2021-12-08,357.8,290.96,384.9,18.68,0.41,20.28,DONE,,1.68,6,4,0.67,0.73,4.05,0.89,-7.77,8.27,True,True,2.23,0,,0.0,target,0.41,-0.0187,0.1878,-0.1547,29,0.41,target,29.0,1464,1452,1452,1432,rail_reclaim,,,SHOPPERS STOP LIMITED,4243.5,False,2021,True
HEG.NS,2021-10-04,425.0,525.8,2021-10-05,0.2372,11,2021-10-21,460.0,-0.484,2021-10-21,206.4,-55.13,2021-12-08,359.18,295.1,525.8,17.84,2.6,15.02,DONE,,1.07,0,0,,,,,,75.16,False,False,,0,,0.0,voided,-0.21,-0.0308,0.0834,-0.4254,5,,,,1464,1432,-1,-1,first_bullish,2021-12-15,,HEG LIMITED,4795.5,False,2021,True
ELECON.NS,2021-11-25,82.32,109.5,2021-11-26,0.3301,6,2021-12-06,100.65,-0.124,2021-12-06,64.03,-36.39,2021-12-08,99.35,78.58,109.5,20.91,0.49,6.44,DONE,,0.27,0,0,,,,,,101.5,False,False,,0,,0.0,voided,-0.26,-0.0214,0.0785,-0.3556,6,,,,1464,1462,-1,-1,first_bullish,2021-12-16,,ELECON ENG. CO. LTD,10302.2,False,2021,True
NIACL.NS,2021-08-23,134.55,172.2,2021-08-26,0.2798,58,2021-11-22,150.9,-0.101,2021-11-22,78.2,-48.18,2021-12-08,145.35,131.28,172.2,9.68,1.91,4.84,DONE,,0.43,0,0,,,,,,292.6,False,False,,0,,0.0,voided,-0.38,-0.0292,0.0224,-0.2219,6,,,,1004,992,-1,-1,first_bullish,2021-12-16,,THE NEW INDIA ASSU CO LTD,29729.9,True,2021,True
GOCLCORP.NS,2021-10-11,261.95,387.0,2021-10-12,0.4774,26,2021-11-22,309.5,0.044,2021-11-30,280.0,-9.53,2021-12-10,340.35,269.84,387.0,20.72,0.66,20.31,DONE,,4.89,7,5,0.71,2.06,6.0,0.22,-7.32,23.31,True,True,9.97,0,,0.0,stopped,-1.0,-0.0185,0.0989,-0.3739,50,-1.0,stopped,50.0,1466,1452,1452,1425,rail_reclaim,,,GOCL CORPORATION LIMITED,1885.0,False,2021,True
LEMONTREE.NS,2021-10-07,40.0,57.55,2021-10-12,0.4387,30,2021-11-26,49.0,0.057,2021-11-29,42.1,-14.08,2021-12-10,50.2,40.78,57.55,18.76,0.78,2.64,DONE,,0.68,2,2,1.0,2.31,5.01,0.35,-8.71,28.56,True,True,2.45,0,,0.0,target,0.78,-0.0359,0.1514,-0.1384,60,0.78,target,60.0,907,897,897,864,rail_reclaim,,,LEMON TREE HOTELS LTD,8450.6,False,2021,True
ARVIND.NS,2021-10-13,93.55,139.0,2021-10-27,0.4858,20,2021-11-26,121.2,-0.339,2021-12-20,105.5,-12.95,2021-12-13,122.4,102.61,139.0,16.17,0.84,5.78,DONE,,1.92,17,10,0.59,1.92,3.19,0.33,-6.05,38.92,False,False,,0,,0.0,voided,-0.76,0.0421,0.297,-0.1593,5,,,,1467,1456,-1,-1,rail_reclaim,2021-12-20,,ARVIND LIMITED,14829.2,False,2021,True
GNFC.NS,2021-10-05,349.25,518.2,2021-10-06,0.4838,29,2021-11-18,425.1,-0.114,2021-11-22,390.1,-8.23,2021-12-15,431.55,381.53,518.2,11.59,1.73,17.14,DONE,,1.2,2,2,1.0,1.48,3.29,0.24,-5.38,70.38,True,True,1.52,0,,0.0,target,1.73,0.0828,0.6586,-0.066,37,1.73,target,37.0,1469,1451,1451,1421,rail_reclaim,,,GUJ NAR VAL FER & CHEM L,9185.3,False,2021,True
ARROWGREEN.NS,2021-11-17,105.25,176.45,2021-11-29,0.6765,13,2021-12-16,132.55,-1.222,2021-12-16,84.3,-36.4,2021-12-17,126.0,112.18,176.45,10.97,3.65,7.85,DONE,,0.26,0,0,,,,,,5.11,False,False,,0,,0.0,voided,-0.46,0.0087,0.206,-0.331,1,,,,1471,1470,-1,-1,first_bullish,2021-12-20,,ARROW GREENTECH LIMITED,1351.8,False,2021,True
RELIGARE.NS,2021-09-16,149.0,194.8,2021-09-24,0.3074,16,2021-10-19,166.75,-0.26,2021-10-19,97.65,-41.44,2021-12-20,139.95,115.61,194.8,17.39,2.25,6.78,DONE,,1.89,0,0,,,,,,30.77,False,False,,0,,0.0,voided,-0.23,-0.0686,0.0247,-0.1997,4,,,,1472,1430,-1,-1,first_bullish,2021-12-24,,RELIGARE ENTER. LTD.,8284.6,False,2021,True
ELECON.NS,2021-11-25,82.32,109.5,2021-11-26,0.3301,6,2021-12-06,100.65,-0.124,2021-12-06,64.03,-36.39,2021-12-20,86.18,78.34,109.5,9.1,2.97,4.42,DONE,,0.8,0,0,,,,,,101.5,False,False,,0,,0.0,voided,-0.57,-0.0018,0.2433,-0.2571,36,,,,1472,1462,-1,-1,first_bullish,2022-02-09,,ELECON ENG. CO. LTD,10302.2,False,2021,True
INDSWFTLAB.NS,2021-11-03,55.15,78.95,2021-11-04,0.4316,30,2021-12-20,68.0,-0.048,2021-12-20,65.0,-4.41,2021-12-21,67.3,63.59,78.95,5.52,3.14,2.83,DONE,,0.28,1,1,1.0,0.71,1.07,0.16,-6.32,30.17,False,False,-1.03,0,,0.0,target,3.14,0.2117,0.3358,-0.1248,10,3.14,target,10.0,1473,1472,1472,1441,first_bullish,,,IND SWIFT LABORATORIES LT,3489.3,False,2021,True
PRIVISCL.NS,2021-12-09,1595.0,1958.6,2021-12-10,0.228,6,2021-12-20,1780.9,-0.534,2021-12-20,1685.0,-5.38,2021-12-21,1762.9,1629.99,1958.6,7.54,1.47,110.02,DONE,,0.37,1,1,1.0,0.51,1.14,0.14,-5.79,27.8,False,False,-1.01,0,,0.0,target,1.47,0.1239,0.2757,-0.059,10,1.47,target,10.0,1473,1472,1472,1465,first_bullish,,,PRIVI SPECIALITY CHE LTD,13820.0,False,2021,True
PFOCUS.NS,2021-08-24,48.45,79.45,2021-09-07,0.6398,13,2021-09-27,76.9,-0.803,2021-12-21,62.05,-19.31,2021-12-21,65.0,59.92,79.45,7.81,2.85,4.25,DONE,,7.49,59,38,0.64,7.49,19.1,0.63,-5.0,76.27,False,False,-15.47,2,"2021-09-29,2021-11-24",-0.93,target,2.85,0.2969,0.5223,-0.0146,29,2.85,target,29.0,1473,1415,1415,1392,first_bullish,,"[Setup(symbol='PFOCUS.NS', pole_date='2021-08-24', pole_low=48.45, pole_high=79.45, pole_high_date='2021-09-07', pole_gain=0.6398, flag_bars=13, flag_end_date='2021-09-27', rail=76.9, rail_slope_pct=-0.803, sweep_date='2021-12-21', sweep_low=62.05, sweep_below_pct=-19.31, entry_date='2021-09-29', entry=74.2, stop=65.73, target=79.45, risk_pct=11.42, reward_R=0.62, atr=5.43, status='DONE', bars_since_entry=nan, vol_x20=0.25, sweep_bars=59, sweep_red=38, sweep_red_frac=0.64, sweep_vol_x20=7.49, sweep_vol_vs_drift=19.1, sweep_close_pos=0.63, sweep_leg_pct=-5.0, turnover_cr=76.27, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.54, ret_horizon=0.0559, mfe=0.2965, mae=-0.1637, bars_held=36, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1417, sweep_idx=1415, flag_end_idx=-1, pole_idx=-1), Setup(symbol='PFOCUS.NS', pole_date='2021-08-24', pole_low=48.45, pole_high=79.45, pole_high_date='2021-09-07', pole_gain=0.6398, flag_bars=13, flag_end_date='2021-09-27', rail=76.9, rail_slope_pct=-0.803, sweep_date='2021-12-21', sweep_low=62.05, sweep_below_pct=-19.31, entry_date='2021-11-24', entry=73.05, stop=60.24, target=79.45, risk_pct=17.54, reward_R=0.5, atr=3.62, status='DONE', bars_since_entry=nan, vol_x20=0.85, sweep_bars=59, sweep_red=38, sweep_red_frac=0.64, sweep_vol_x20=7.49, sweep_vol_vs_drift=19.1, sweep_close_pos=0.63, sweep_leg_pct=-5.0, turnover_cr=76.27, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.39, ret_horizon=-0.0465, mfe=0.3546, mae=-0.1506, bars_held=17, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1454, sweep_idx=1415, flag_end_idx=-1, pole_idx=-1)]",PRIME FOCUS LIMITED,24823.4,False,2021,True
ONGC.NS,2021-10-05,129.1,172.75,2021-10-06,0.3381,15,2021-10-28,153.65,-0.3,2021-12-20,131.65,-14.32,2021-12-21,136.05,129.61,172.75,4.73,5.7,4.08,DONE,,0.56,36,16,0.44,2.48,4.21,0.39,-5.16,232.7,False,False,-11.45,2,"2021-11-01,2021-12-02",-0.87,target,5.7,0.2591,0.4329,-0.0055,27,5.7,target,27.0,1473,1437,1437,1421,first_bullish,,"[Setup(symbol='ONGC.NS', pole_date='2021-10-05', pole_low=129.1, pole_high=172.75, pole_high_date='2021-10-06', pole_gain=0.3381, flag_bars=15, flag_end_date='2021-10-28', rail=153.65, rail_slope_pct=-0.3, sweep_date='2021-12-20', sweep_low=131.65, sweep_below_pct=-14.32, entry_date='2021-11-01', entry=153.15, stop=137.01, target=172.75, risk_pct=10.54, reward_R=1.21, atr=5.28, status='DONE', bars_since_entry=nan, vol_x20=0.34, sweep_bars=36, sweep_red=16, sweep_red_frac=0.44, sweep_vol_x20=2.48, sweep_vol_vs_drift=4.21, sweep_close_pos=0.39, sweep_leg_pct=-5.16, turnover_cr=232.7, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.56, ret_horizon=-0.0601, mfe=0.1166, mae=-0.1404, bars_held=18, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1439, sweep_idx=1437, flag_end_idx=-1, pole_idx=-1), Setup(symbol='ONGC.NS', pole_date='2021-10-05', pole_low=129.1, pole_high=172.75, pole_high_date='2021-10-06', pole_gain=0.3381, flag_bars=15, flag_end_date='2021-10-28', rail=153.65, rail_slope_pct=-0.3, sweep_date='2021-12-20', sweep_low=131.65, sweep_below_pct=-14.32, entry_date='2021-12-02', entry=144.0, stop=129.03, target=172.75, risk_pct=10.4, reward_R=1.92, atr=5.24, status='DONE', bars_since_entry=nan, vol_x20=0.48, sweep_bars=36, sweep_red=16, sweep_red_frac=0.44, sweep_vol_x20=2.48, sweep_vol_vs_drift=4.21, sweep_close_pos=0.39, sweep_leg_pct=-5.16, turnover_cr=232.7, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.31, ret_horizon=0.1385, mfe=0.2247, mae=-0.0858, bars_held=11, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1460, sweep_idx=1437, flag_end_idx=-1, pole_idx=-1)]",OIL AND NATURAL GAS CORP.,300668.7,False,2021,True
RIIL.NS,2021-11-25,610.05,1022.0,2021-12-09,0.6753,6,2021-12-17,865.7,-1.176,2021-12-20,660.6,-23.69,2021-12-21,842.95,617.73,1022.0,26.72,0.8,85.74,DONE,,1.47,2,2,1.0,0.5,0.92,0.71,-6.81,3.03,True,True,-2.63,0,,0.0,target,0.8,0.1128,0.225,-0.2336,15,0.8,target,15.0,1473,1471,1471,1455,first_bullish,,,RELIANCE INDUSTRIAL INFRA,1062.2,False,2021,True
TIRUMALCHM.NS,2021-09-17,188.7,309.4,2021-09-30,0.6396,11,2021-10-18,288.0,-0.378,2021-12-20,200.0,-30.56,2021-12-21,213.15,194.86,309.4,8.58,5.26,10.29,DONE,,0.99,44,28,0.64,3.34,9.14,0.52,-8.35,9.61,True,True,-25.99,4,"2021-10-21,2021-11-04,2021-11-23,2021-12-02",-2.02,stopped,-1.0,0.2608,0.3089,-0.1086,52,-1.0,stopped,52.0,1473,1429,1429,1409,first_bullish,,"[Setup(symbol='TIRUMALCHM.NS', pole_date='2021-09-17', pole_low=188.7, pole_high=309.4, pole_high_date='2021-09-30', pole_gain=0.6396, flag_bars=11, flag_end_date='2021-10-18', rail=288.0, rail_slope_pct=-0.378, sweep_date='2021-12-20', sweep_low=200.0, sweep_below_pct=-30.56, entry_date='2021-10-21', entry=274.1, stop=236.48, target=309.4, risk_pct=13.72, reward_R=0.94, atr=16.04, status='DONE', bars_since_entry=nan, vol_x20=0.35, sweep_bars=44, sweep_red=28, sweep_red_frac=0.64, sweep_vol_x20=3.34, sweep_vol_vs_drift=9.14, sweep_close_pos=0.52, sweep_leg_pct=-8.35, turnover_cr=9.61, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.41, ret_horizon=-0.1731, mfe=0.0516, mae=-0.2703, bars_held=8, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1432, sweep_idx=1429, flag_end_idx=-1, pole_idx=-1), Setup(symbol='TIRUMALCHM.NS', pole_date='2021-09-17', pole_low=188.7, pole_high=309.4, pole_high_date='2021-09-30', pole_gain=0.6396, flag_bars=11, flag_end_date='2021-10-18', rail=288.0, rail_slope_pct=-0.378, sweep_date='2021-12-20', sweep_low=200.0, sweep_below_pct=-30.56, entry_date='2021-11-04', entry=248.9, stop=208.88, target=309.4, risk_pct=16.08, reward_R=1.51, atr=18.84, status='DONE', bars_since_entry=nan, vol_x20=0.33, sweep_bars=44, sweep_red=28, sweep_red_frac=0.64, sweep_vol_x20=3.34, sweep_vol_vs_drift=9.14, sweep_close_pos=0.52, sweep_leg_pct=-8.35, turnover_cr=9.61, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.3, ret_horizon=-0.1744, mfe=0.1045, mae=-0.1965, bars_held=9, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1442, sweep_idx=1429, flag_end_idx=-1, pole_idx=-1), Setup(symbol='TIRUMALCHM.NS', pole_date='2021-09-17', pole_low=188.7, pole_high=309.4, pole_high_date='2021-09-30', pole_gain=0.6396, flag_bars=11, flag_end_date='2021-10-18', rail=288.0, rail_slope_pct=-0.378, sweep_date='2021-12-20', sweep_low=200.0, sweep_below_pct=-30.56, entry_date='2021-11-23', entry=230.6, stop=206.35, target=309.4, risk_pct=10.52, reward_R=3.25, atr=14.89, status='DONE', bars_since_entry=nan, vol_x20=0.76, sweep_bars=44, sweep_red=28, sweep_red_frac=0.64, sweep_vol_x20=3.34, sweep_vol_vs_drift=9.14, sweep_close_pos=0.52, sweep_leg_pct=-8.35, turnover_cr=9.61, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.64, ret_horizon=0.0362, mfe=0.2099, mae=-0.1327, bars_held=4, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1453, sweep_idx=1429, flag_end_idx=-1, pole_idx=-1), Setup(symbol='TIRUMALCHM.NS', pole_date='2021-09-17', pole_low=188.7, pole_high=309.4, pole_high_date='2021-09-30', pole_gain=0.6396, flag_bars=11, flag_end_date='2021-10-18', rail=288.0, rail_slope_pct=-0.378, sweep_date='2021-12-20', sweep_low=200.0, sweep_below_pct=-30.56, entry_date='2021-12-02', entry=229.95, stop=193.62, target=309.4, risk_pct=15.8, reward_R=2.19, atr=12.76, status='DONE', bars_since_entry=nan, vol_x20=0.56, sweep_bars=44, sweep_red=28, sweep_red_frac=0.64, sweep_vol_x20=3.34, sweep_vol_vs_drift=9.14, sweep_close_pos=0.52, sweep_leg_pct=-8.35, turnover_cr=9.61, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.67, ret_horizon=0.1176, mfe=0.2133, mae=-0.1302, bars_held=12, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1460, sweep_idx=1429, flag_end_idx=-1, pole_idx=-1)]",THIRUMALAI CHEMICALS LTD,1964.4,False,2021,True
INDIAGLYCO.NS,2021-09-27,317.45,506.35,2021-10-05,0.5951,9,2021-10-19,451.5,-0.4,2022-02-22,362.7,-19.67,2021-12-21,396.58,371.89,506.35,6.23,4.45,14.91,DONE,,0.73,88,54,0.61,14.39,51.9,0.82,-8.38,23.63,False,False,,0,,0.0,voided,-0.64,0.1187,0.3364,-0.0854,4,,,,1473,1430,-1,-1,first_bullish,2021-12-27,,INDIA GLYCOLS LTD,2051.0,False,2021,True
PGIL.NS,2021-11-15,72.81,108.75,2021-11-25,0.4936,16,2021-12-17,86.75,-0.455,2021-12-20,78.01,-10.07,2021-12-21,85.05,75.67,108.75,11.03,2.53,4.68,DONE,,1.18,2,2,1.0,0.45,2.1,0.37,-5.92,28.41,True,True,-1.96,0,,0.0,target,2.53,0.6596,0.6902,-0.0738,16,2.53,target,16.0,1473,1471,1471,1448,first_bullish,,,PEARL GLOBAL IND LIMITED,11765.7,False,2021,True
AURUM.NS,2021-11-11,60.21,154.7,2021-11-26,1.5692,15,2021-12-17,111.4,-1.395,2022-02-25,77.17,-30.73,2021-12-21,105.58,82.79,154.7,21.59,2.16,7.75,DONE,,0.21,50,29,0.58,2.15,5.82,0.85,-5.0,2.21,False,False,,0,,0.0,voided,-0.42,-0.0269,0.1789,-0.2753,37,,,,1473,1471,-1,-1,first_bullish,2022-02-11,,AURUM PROPTECH LIMITED,1689.9,False,2021,True
APOLLOHOSP.NS,2021-11-17,4270.55,5935.4,2021-11-26,0.3898,15,2021-12-17,5065.05,-0.753,2021-12-17,4150.0,-18.07,2021-12-21,4847.6,4307.37,5935.4,11.14,2.01,185.26,DONE,,1.09,0,0,,,,,,242.71,False,False,,0,,0.0,voided,-0.43,-0.0374,0.0606,-0.1439,20,,,,1473,1471,-1,-1,first_bullish,2022-01-18,,APOLLO HOSPITALS ENTER. L,127803.0,False,2021,True
INDUSTOWER.NS,2021-09-24,232.1,332.8,2021-09-28,0.4339,55,2021-12-17,262.85,-0.24,2021-12-20,237.05,-9.82,2021-12-21,252.55,232.01,332.8,8.13,3.91,10.09,DONE,,1.42,2,2,1.0,0.93,1.5,0.06,-5.75,153.09,True,True,-3.92,0,,0.0,stopped,-1.0,0.0285,0.1012,-0.2206,46,-1.0,stopped,46.0,1473,1471,1471,1414,first_bullish,,,INDUS TOWERS LIMITED,100174.1,False,2021,True
JUSTDIAL.NS,2021-12-09,644.55,897.4,2021-12-10,0.3923,6,2021-12-20,795.1,-0.527,2021-12-20,749.35,-5.75,2021-12-21,790.55,725.37,897.4,8.24,1.64,47.95,DONE,,0.71,1,1,1.0,0.38,0.27,0.31,-4.86,18.58,True,True,-0.57,0,,0.0,target,1.64,0.1457,0.2112,-0.1373,15,1.64,target,15.0,1473,1472,1472,1465,first_bullish,,,JUSTDIAL LTD.,5718.3,False,2021,True
APCOTEXIND.NS,2021-09-09,307.0,443.8,2021-09-13,0.4456,52,2021-11-29,360.15,-0.147,2021-12-20,330.0,-8.37,2021-12-21,338.65,322.29,443.8,4.83,6.43,15.42,DONE,,1.21,16,10,0.62,1.09,1.49,0.09,-5.79,8.94,False,False,-5.97,1,2021-12-02,-0.73,stopped,-1.0,0.0896,0.2225,-0.0898,46,-1.0,stopped,46.0,1473,1457,1457,1404,first_bullish,,"[Setup(symbol='APCOTEXIND.NS', pole_date='2021-09-09', pole_low=307.0, pole_high=443.8, pole_high_date='2021-09-13', pole_gain=0.4456, flag_bars=52, flag_end_date='2021-11-29', rail=360.15, rail_slope_pct=-0.147, sweep_date='2021-12-20', sweep_low=330.0, sweep_below_pct=-8.37, entry_date='2021-12-02', entry=359.75, stop=321.72, target=443.8, risk_pct=10.57, reward_R=2.21, atr=16.57, status='DONE', bars_since_entry=nan, vol_x20=0.6, sweep_bars=16, sweep_red=10, sweep_red_frac=0.62, sweep_vol_x20=1.09, sweep_vol_vs_drift=1.49, sweep_close_pos=0.09, sweep_leg_pct=-5.79, turnover_cr=8.94, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.73, ret_horizon=0.0912, mfe=0.1508, mae=-0.1432, bars_held=12, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1460, sweep_idx=1457, flag_end_idx=-1, pole_idx=-1)]",APCOTEX INDUSTRIES LIMITE,3125.5,False,2021,True
ASALCBR.NS,2021-10-12,413.95,653.65,2021-10-13,0.5791,30,2021-11-29,519.05,-0.108,2022-02-22,416.0,-19.85,2021-12-21,477.7,427.04,653.65,10.6,3.47,17.71,DONE,,1.04,61,34,0.56,3.07,5.6,0.27,-6.02,1.81,False,False,,0,,0.0,voided,-0.56,0.0669,0.1638,-0.1394,38,,,,460,444,-1,-1,first_bullish,2022-02-14,,ASSO ALCOHOLS & BREW LTD,1307.2,False,2021,True
PRINCEPIPE.NS,2021-11-08,690.0,897.0,2021-11-09,0.3,28,2021-12-20,701.85,-0.668,2021-12-20,602.0,-14.23,2021-12-22,699.95,635.7,897.0,9.18,3.07,18.59,DONE,,0.33,0,0,,,,,,4.01,False,False,,0,,0.0,voided,-0.62,0.0216,0.0626,-0.1399,37,,,,493,491,-1,-1,first_bullish,2022-02-14,,PRINCE PIPES FITTINGS LTD,2872.9,False,2021,True
PILANIINVS.NS,2021-11-29,1825.0,2210.0,2021-11-30,0.211,7,2021-12-09,1975.8,0.0,2021-12-09,1600.0,-19.02,2021-12-22,1830.7,1673.05,2210.0,8.61,2.41,53.91,DONE,,0.16,0,0,,,,,,0.97,False,False,,0,,0.0,voided,-0.5,0.02,0.0925,-0.126,37,,,,1474,1465,-1,-1,first_bullish,2022-02-14,,PILANI INV & IND COR LTD,4436.8,False,2021,True
APEX.NS,2021-12-02,241.6,330.0,2021-12-03,0.3659,11,2021-12-20,282.45,-0.308,2021-12-20,270.0,-4.41,2021-12-22,297.2,262.13,330.0,11.8,0.94,15.75,DONE,,1.4,1,1,1.0,0.35,0.66,0.25,-4.11,4.06,True,True,5.22,0,,0.0,target,0.94,0.0797,0.216,-0.1555,15,0.94,target,15.0,1061,1059,1059,1047,first_bullish,,,APEX FROZEN FOODS LIMITED,1090.3,False,2021,True
ARROWGREEN.NS,2021-11-17,105.25,176.45,2021-11-29,0.6765,13,2021-12-16,132.55,-1.222,2021-12-16,84.3,-36.4,2021-12-22,119.9,80.39,176.45,32.95,1.43,7.82,DONE,,0.21,0,0,,,,,,5.11,False,False,,0,,0.0,voided,-0.2,0.0784,0.2673,-0.2969,39,,,,1474,1470,-1,-1,first_bullish,2022-02-16,,ARROW GREENTECH LIMITED,1351.8,False,2021,True
VSTTILLERS.NS,2021-10-01,2406.65,3453.55,2021-10-13,0.435,45,2021-12-20,2765.1,-0.083,2021-12-21,2653.45,-4.04,2021-12-22,2771.15,2606.45,3453.55,5.94,4.14,93.99,DONE,,0.51,2,2,1.0,0.73,1.81,0.58,-3.53,3.74,True,True,0.22,0,,0.0,stopped,-1.0,0.0462,0.1331,-0.1448,38,-1.0,stopped,38.0,1474,1472,1472,1419,first_bullish,,,VST TILLERS TRACTORS LTD,3908.2,False,2021,True
BETA.NS,2021-12-08,465.3,660.0,2021-12-09,0.4184,7,2021-12-20,582.1,-0.811,2021-12-20,466.75,-19.82,2021-12-22,563.3,447.42,660.0,20.57,0.83,38.66,DONE,,1.47,1,0,0.0,1.07,2.79,0.88,-7.3,4.48,False,True,-3.23,0,,0.0,target,0.83,0.0794,0.2338,-0.1366,8,0.83,target,8.0,1034,1032,1032,1024,first_bullish,,,BETA DRUGS LIMITED,2122.1,False,2021,True
RBLBANK.NS,2021-11-02,172.1,221.3,2021-11-10,0.2859,7,2021-11-22,202.45,-0.817,2021-11-22,74.15,-63.37,2021-12-22,175.2,126.86,221.3,27.59,0.95,6.68,DONE,,0.83,0,0,,,,,,170.31,False,False,,0,,0.0,voided,-0.71,-0.1236,0.0254,-0.3259,3,,,,1310,1288,-1,-1,first_bullish,2021-12-27,,RBL BANK LIMITED,64044.0,False,2021,True
