symbol,pole_date,pole_low,pole_high,pole_high_date,pole_gain,flag_bars,flag_end_date,rail,rail_slope_pct,sweep_date,sweep_low,sweep_below_pct,entry_date,entry,stop,target,risk_pct,reward_R,atr,status,bars_since_entry,vol_x20,sweep_bars,sweep_red,sweep_red_frac,sweep_vol_x20,sweep_vol_vs_drift,sweep_close_pos,sweep_leg_pct,turnover_cr,entry_gt_prior_high,entry_gt_flush_high,entry_vs_rail_pct,rebased,rebased_from,R_voided,outcome,R,ret_horizon,mfe,mae,bars_held,R_struct,outcome_struct,bars_held_struct,entry_idx,sweep_idx,flag_end_idx,pole_idx,trigger_mode,exit_date_void,voided_setups,shortName,mcap_cr,watchlist,year,nifty_bull
RUBYMILLS.NS,2019-08-30,61.1,130.65,2019-09-05,1.1383,21,2019-10-09,93.97,-0.865,2019-10-11,80.62,-14.21,2019-11-11,96.0,78.23,130.65,18.51,1.95,4.78,DONE,,2.18,3,2,0.67,0.28,3.85,0.79,-4.98,1.65,True,True,2.15,0,,0.0,time,0.15,-0.0523,0.2641,-0.0625,60,0.15,time,60.0,948,926,926,902,rail_reclaim,,,THE RUBY MILLS LTD,1653.9,False,2019,True
BALRAMCHIN.NS,2019-09-11,119.8,173.9,2019-09-25,0.4516,31,2019-11-13,147.35,-0.104,2019-11-22,141.4,-4.04,2019-11-14,146.75,138.54,173.9,5.59,3.31,5.73,DONE,,0.46,8,3,0.38,1.25,1.98,0.19,-3.7,283.97,False,False,,0,,0.0,voided,-0.53,0.2555,0.3288,-0.0365,6,,,,950,949,-1,-1,first_bullish,2019-11-22,,BALRAMPUR CHINI MILLS LTD,13952.7,False,2019,True
RML.NS,2019-08-26,198.6,321.7,2019-09-11,0.6198,19,2019-10-10,255.65,-0.581,2019-12-11,217.4,-14.96,2019-11-15,248.65,211.24,321.7,15.05,1.95,12.31,DONE,,1.62,43,26,0.6,4.3,11.07,0.36,-5.77,28.3,False,False,,0,,0.0,voided,-0.67,0.4207,0.5051,-0.1257,18,,,,951,927,-1,-1,first_bullish,2019-12-11,,RANE (MADRAS) LIMITED,3766.4,False,2019,True
SIMPLEXINF.NS,2019-10-18,38.8,63.6,2019-10-23,0.6392,16,2019-11-15,50.6,-0.066,2019-11-15,24.5,-51.58,2019-11-18,49.6,40.18,63.6,18.99,1.49,3.24,DONE,,0.74,0,0,,,,,,3.4,False,False,,0,,0.0,voided,-0.37,-0.3387,0.2954,-0.506,5,,,,952,951,-1,-1,first_bullish,2019-11-25,,SIMPLEX INFRASTRUCTURES L,1991.2,False,2019,True
SCHNEIDER.NS,2019-05-20,88.2,107.5,2019-05-27,0.2188,14,2019-06-17,96.0,-0.562,2019-06-17,60.55,-36.93,2019-11-20,66.75,58.8,107.5,11.91,5.13,3.49,DONE,,1.12,0,0,,,,,,28.0,False,False,,0,,0.0,voided,-0.41,0.0307,0.7079,-0.0929,14,,,,954,850,-1,-1,first_bullish,2019-12-10,,SCHNEIDER ELECTRIC INFRA,29142.0,False,2019,True
DPABHUSHAN.NS,2019-09-20,40.0,45.0,2019-10-03,0.125,23,2019-11-08,43.5,0.008,2019-11-08,37.5,-13.79,2019-11-20,42.1,37.35,45.0,11.28,0.61,0.29,DONE,,16.8,0,0,,,,,,3.13,False,False,,0,,0.0,voided,-0.34,0.1425,0.5641,-0.1093,4,,,,508,501,-1,-1,first_bullish,2019-11-26,,D. P. ABHUSHAN LIMITED,3208.7,False,2019,True
TIPSMUSIC.NS,2019-09-11,5.47,7.34,2019-09-16,0.3428,20,2019-10-16,6.41,0.106,2019-10-16,6.03,-5.95,2019-11-22,7.65,5.86,7.34,23.44,-0.17,0.35,DONE,,18.32,1,1,1.0,3.08,8.79,0.35,-6.87,15.25,True,True,19.31,0,,0.0,target,-0.17,0.1083,0.6,-0.136,1,-0.17,target,1.0,956,931,931,908,rail_reclaim,,,TIPS MUSIC LIMITED,8437.5,False,2019,True
BALRAMCHIN.NS,2019-09-11,119.8,173.9,2019-09-25,0.4516,31,2019-11-13,147.35,-0.104,2019-11-22,141.4,-4.04,2019-11-25,144.5,138.86,173.9,3.9,5.22,5.08,DONE,,1.25,8,3,0.38,1.25,1.98,0.19,-3.7,283.97,False,False,-1.93,1,2019-11-14,-0.53,target,5.22,0.2886,0.3495,-0.001,17,5.22,target,17.0,957,949,949,908,first_bullish,,"[Setup(symbol='BALRAMCHIN.NS', pole_date='2019-09-11', pole_low=119.8, pole_high=173.9, pole_high_date='2019-09-25', pole_gain=0.4516, flag_bars=31, flag_end_date='2019-11-13', rail=147.35, rail_slope_pct=-0.104, sweep_date='2019-11-22', sweep_low=141.4, sweep_below_pct=-4.04, entry_date='2019-11-14', entry=146.75, stop=138.54, target=173.9, risk_pct=5.59, reward_R=3.31, atr=5.73, status='DONE', bars_since_entry=nan, vol_x20=0.46, sweep_bars=8, sweep_red=3, sweep_red_frac=0.38, sweep_vol_x20=1.25, sweep_vol_vs_drift=1.98, sweep_close_pos=0.19, sweep_leg_pct=-3.7, turnover_cr=283.97, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.53, ret_horizon=0.2555, mfe=0.3288, mae=-0.0365, bars_held=6, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=950, sweep_idx=949, flag_end_idx=-1, pole_idx=-1)]",BALRAMPUR CHINI MILLS LTD,13952.7,False,2019,True
GOCLCORP.NS,2019-09-05,262.65,349.0,2019-09-06,0.3288,15,2019-09-30,305.2,-0.034,2019-11-01,265.0,-13.17,2019-11-25,307.7,258.52,349.0,15.98,0.84,12.95,DONE,,0.64,22,13,0.59,4.75,1.88,0.5,-4.69,23.31,True,True,0.82,0,,0.0,time,-0.69,-0.1087,0.0263,-0.1349,60,-0.69,time,60.0,957,921,921,905,rail_reclaim,,,GOCL CORPORATION LIMITED,1885.0,False,2019,True
BALRAMCHIN.NS,2019-09-11,119.8,173.9,2019-09-25,0.4516,31,2019-11-13,147.35,-0.104,2019-11-22,141.4,-4.04,2019-11-26,148.65,138.91,173.9,6.55,2.59,4.97,DONE,,0.91,8,3,0.38,1.25,1.98,0.19,-3.7,283.97,True,True,0.88,0,,0.0,target,2.59,0.2375,0.3118,-0.0114,16,2.59,target,16.0,958,949,949,908,rail_reclaim,,,BALRAMPUR CHINI MILLS LTD,13952.7,False,2019,True
INDSWFTLAB.NS,2019-08-27,32.2,49.6,2019-09-09,0.5404,24,2019-10-16,37.05,-0.818,2019-10-16,15.0,-59.51,2019-11-28,25.0,20.96,49.6,16.16,6.09,1.98,DONE,,1.62,0,0,,,,,,30.17,False,False,,0,,0.0,voided,-0.45,0.0,0.1,-0.2,17,,,,960,931,-1,-1,first_bullish,2019-12-23,,IND SWIFT LABORATORIES LT,3489.3,False,2019,True
SIMPLEXINF.NS,2019-10-18,38.8,63.6,2019-10-23,0.6392,16,2019-11-15,50.6,-0.066,2019-11-15,24.5,-51.58,2019-11-29,42.85,22.77,63.6,46.86,1.03,3.46,DONE,,0.79,0,0,,,,,,3.4,False,False,,0,,0.0,voided,-0.14,0.1774,0.4994,-0.4282,2,,,,961,951,-1,-1,first_bullish,2019-12-03,,SIMPLEX INFRASTRUCTURES L,1991.2,False,2019,True
SAGCEM.NS,2019-09-23,104.19,135.98,2019-09-24,0.3051,8,2019-10-07,117.41,-0.34,2019-10-07,97.8,-16.7,2019-12-06,104.59,96.05,135.98,8.17,3.68,3.51,DONE,,1.21,0,0,,,,,,0.9,False,False,,0,,0.0,voided,-0.46,0.0594,0.1612,-0.1873,2,,,,966,925,-1,-1,first_bullish,2019-12-10,,SAGAR CEMENTS LIMITED,1983.6,False,2019,True
NIACL.NS,2019-10-16,94.4,179.15,2019-10-31,0.8978,26,2019-12-09,140.5,-0.366,2019-12-09,131.15,-6.65,2019-12-10,139.6,127.71,179.15,8.52,3.33,6.89,DONE,,4.16,1,1,1.0,0.84,1.88,0.07,-6.75,292.6,False,False,-0.64,0,,0.0,stopped,-1.0,0.14,0.2321,-0.2611,49,-1.0,stopped,49.0,508,507,507,471,first_bullish,,,THE NEW INDIA ASSU CO LTD,29729.9,True,2019,True
APEX.NS,2019-11-07,227.45,346.65,2019-11-14,0.5241,18,2019-12-10,280.0,-0.134,2019-12-10,266.0,-5.0,2019-12-11,270.7,259.63,346.65,4.09,6.86,12.74,DONE,,0.22,1,1,1.0,0.22,0.75,0.27,-5.12,4.06,False,False,-3.32,0,,0.0,target,6.86,0.5096,0.6433,-0.1773,6,6.86,target,6.0,556,555,555,533,first_bullish,,,APEX FROZEN FOODS LIMITED,1090.3,False,2019,True
JINDALSAW.NS,2019-09-20,34.15,44.25,2019-09-27,0.2958,48,2019-12-10,36.5,-0.18,2019-12-11,35.05,-3.97,2019-12-12,36.62,34.44,44.25,5.96,3.49,1.22,DONE,,0.76,2,2,1.0,1.5,2.12,0.16,-1.92,56.15,True,True,0.34,0,,0.0,target,3.49,0.327,0.4007,-0.0375,14,3.49,target,14.0,970,968,968,915,first_bullish,,,JINDAL SAW LIMITED,18051.1,False,2019,True
BIRLACABLE.NS,2019-11-04,52.0,90.0,2019-11-06,0.7308,23,2019-12-10,60.0,-0.839,2019-12-11,52.25,-12.92,2019-12-12,54.9,50.47,90.0,8.07,7.93,3.56,DONE,,0.54,2,2,1.0,0.79,2.02,0.22,-7.41,18.21,False,False,-8.5,0,,0.0,stopped,-1.0,0.0792,0.265,-0.3179,46,-1.0,stopped,46.0,970,968,968,943,first_bullish,,,BIRLA CABLE LIMITED,1035.6,False,2019,True
ELECON.NS,2019-11-01,14.15,20.05,2019-11-05,0.417,25,2019-12-11,15.0,-0.667,2019-12-12,14.32,-4.5,2019-12-12,14.77,13.94,20.05,5.65,6.32,0.77,DONE,,1.03,2,1,0.5,1.03,1.42,0.69,-2.99,101.5,False,False,-1.5,0,,0.0,target,6.32,0.3401,0.4788,-0.1201,19,6.32,target,19.0,970,969,969,942,first_bullish,,,ELECON ENG. CO. LTD,10302.2,False,2019,True
RML.NS,2019-08-26,198.6,321.7,2019-09-11,0.6198,19,2019-10-10,255.65,-0.581,2019-12-11,217.4,-14.96,2019-12-12,225.9,211.85,321.7,6.22,6.82,11.1,DONE,,0.27,43,26,0.6,4.3,11.07,0.36,-5.77,28.3,False,False,-11.64,2,"2019-10-11,2019-11-15",-1.07,target,6.82,0.3201,0.6567,-0.2638,10,6.82,target,10.0,970,927,927,898,first_bullish,,"[Setup(symbol='RML.NS', pole_date='2019-08-26', pole_low=198.6, pole_high=321.7, pole_high_date='2019-09-11', pole_gain=0.6198, flag_bars=19, flag_end_date='2019-10-10', rail=255.65, rail_slope_pct=-0.581, sweep_date='2019-12-11', sweep_low=217.4, sweep_below_pct=-14.96, entry_date='2019-10-11', entry=247.65, stop=217.17, target=321.7, risk_pct=12.31, reward_R=2.43, atr=16.17, status='DONE', bars_since_entry=nan, vol_x20=0.78, sweep_bars=43, sweep_red=26, sweep_red_frac=0.6, sweep_vol_x20=4.3, sweep_vol_vs_drift=11.07, sweep_close_pos=0.36, sweep_leg_pct=-5.77, turnover_cr=28.3, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.4, ret_horizon=0.0002, mfe=0.5112, mae=-0.1221, bars_held=22, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=928, sweep_idx=927, flag_end_idx=-1, pole_idx=-1), Setup(symbol='RML.NS', pole_date='2019-08-26', pole_low=198.6, pole_high=321.7, pole_high_date='2019-09-11', pole_gain=0.6198, flag_bars=19, flag_end_date='2019-10-10', rail=255.65, rail_slope_pct=-0.581, sweep_date='2019-12-11', sweep_low=217.4, sweep_below_pct=-14.96, entry_date='2019-11-15', entry=248.65, stop=211.24, target=321.7, risk_pct=15.05, reward_R=1.95, atr=12.31, status='DONE', bars_since_entry=nan, vol_x20=1.62, sweep_bars=43, sweep_red=26, sweep_red_frac=0.6, sweep_vol_x20=4.3, sweep_vol_vs_drift=11.07, sweep_close_pos=0.36, sweep_leg_pct=-5.77, turnover_cr=28.3, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.67, ret_horizon=0.4207, mfe=0.5051, mae=-0.1257, bars_held=18, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=951, sweep_idx=927, flag_end_idx=-1, pole_idx=-1)]",RANE (MADRAS) LIMITED,3766.4,False,2019,True
WELSPUNLIV.NS,2019-10-22,49.0,59.4,2019-10-29,0.2122,27,2019-12-06,50.3,-0.281,2019-12-06,18.45,-63.32,2019-12-12,49.75,46.35,59.4,6.83,2.84,1.7,DONE,,0.45,0,0,,,,,,93.77,False,False,,0,,0.0,voided,-0.54,-0.0362,0.0623,-0.3196,6,,,,970,966,-1,-1,first_bullish,2019-12-20,,WELSPUN LIVING LIMITED,21077.3,False,2019,True
IMPAL.NS,2019-09-11,533.33,701.3,2019-09-12,0.3149,59,2019-12-10,571.2,-0.102,2019-12-11,552.0,-3.36,2019-12-12,563.55,544.11,701.3,3.45,7.09,15.78,DONE,,0.23,2,2,1.0,0.4,0.56,0.36,-2.54,0.37,False,False,-1.34,0,,0.0,stopped,-1.0,0.0396,0.0895,-0.0684,3,-1.0,stopped,3.0,970,968,968,908,first_bullish,,,IND MOTOR PART & ACC LTD,1317.9,False,2019,True
PRECAM.NS,2019-11-15,28.25,44.6,2019-11-28,0.5788,10,2019-12-12,38.95,-0.416,2019-12-13,35.2,-9.63,2019-12-13,37.0,33.94,44.6,8.27,2.48,2.52,DONE,,0.2,2,1,0.5,0.2,0.51,0.51,-4.88,2.33,False,False,-5.01,0,,0.0,stopped,-1.0,0.0932,0.2027,-0.1216,59,-0.69,invalidated,58.0,946,945,945,926,first_bullish,,,PRECISION CAMSHAFTS LTD.,1139.7,False,2019,True
PNBHOUSING.NS,2019-10-18,306.86,475.99,2019-11-04,0.5511,23,2019-12-06,414.04,-0.369,2019-12-06,120.63,-70.86,2019-12-13,357.47,324.37,475.99,9.26,3.58,19.65,DONE,,1.22,0,0,,,,,,104.81,False,False,,0,,0.0,voided,-0.57,0.0634,0.3415,-0.4078,35,,,,764,759,-1,-1,first_bullish,2020-02-03,,PNB HOUSING FIN LTD.,28545.0,False,2019,True
APEX.NS,2019-11-07,227.45,346.65,2019-11-14,0.5241,18,2019-12-10,280.0,-0.134,2019-12-10,266.0,-5.0,2019-12-16,305.35,259.56,346.65,15.0,0.9,12.88,DONE,,1.98,1,1,1.0,0.22,0.75,0.27,-5.12,4.06,True,True,9.05,0,,0.0,target,0.9,0.1859,0.4569,-0.316,3,0.9,target,3.0,559,555,555,533,rail_reclaim,,,APEX FROZEN FOODS LIMITED,1090.3,False,2019,True
V2RETAIL.NS,2019-08-26,8.98,13.45,2019-09-11,0.4969,59,2019-12-09,10.35,-0.426,2019-12-09,3.03,-70.77,2019-12-17,10.01,7.05,13.45,29.57,1.16,0.73,DONE,,1.39,0,0,,,,,,18.85,False,False,,0,,0.0,voided,-0.4,0.0465,0.2687,-0.5455,37,,,,973,967,-1,-1,first_bullish,2020-02-07,,V2 RETAIL LIMITED,7820.4,False,2019,True
ELECON.NS,2019-11-01,14.15,20.05,2019-11-05,0.417,25,2019-12-11,15.0,-0.667,2019-12-12,14.32,-4.5,2019-12-17,16.58,13.89,20.05,16.2,1.29,0.87,DONE,,3.14,2,1,0.5,1.03,1.42,0.69,-2.99,101.5,True,True,10.5,0,,0.0,target,1.29,0.1463,0.3183,-0.4103,16,1.29,target,16.0,973,969,969,942,rail_reclaim,,,ELECON ENG. CO. LTD,10302.2,False,2019,True
NIACL.NS,2019-10-16,94.4,179.15,2019-10-31,0.8978,26,2019-12-09,140.5,-0.366,2019-12-09,131.15,-6.65,2019-12-18,141.75,127.7,179.15,9.91,2.66,6.91,DONE,,3.22,1,1,1.0,0.84,1.88,0.07,-6.75,292.6,True,False,0.89,0,,0.0,stopped,-1.0,0.0949,0.2134,-0.4772,43,-1.0,stopped,43.0,514,507,507,471,rail_reclaim,,,THE NEW INDIA ASSU CO LTD,29729.9,True,2019,True
PARAGMILK.NS,2019-11-18,125.15,157.0,2019-11-26,0.2545,11,2019-12-11,141.15,-0.345,2019-12-11,48.5,-65.64,2019-12-18,140.1,130.04,157.0,7.18,1.68,4.93,DONE,,0.43,0,0,,,,,,52.74,False,False,,0,,0.0,voided,-0.66,0.0239,0.1627,-0.6388,7,,,,882,877,-1,-1,first_bullish,2019-12-30,,PARAG MILK FOODS LTD.,3269.0,False,2019,True
BIRLACABLE.NS,2019-11-04,52.0,90.0,2019-11-06,0.7308,23,2019-12-10,60.0,-0.839,2019-12-11,52.25,-12.92,2019-12-19,61.1,50.36,90.0,17.57,2.69,3.77,DONE,,2.63,2,2,1.0,0.79,2.02,0.22,-7.41,18.21,True,True,1.83,0,,0.0,stopped,-1.0,-0.0655,0.1367,-0.5074,41,-1.0,stopped,41.0,975,968,968,943,rail_reclaim,,,BIRLA CABLE LIMITED,1035.6,False,2019,True
TIRUMALCHM.NS,2019-09-11,55.6,83.4,2019-09-16,0.5,14,2019-10-07,64.5,-0.801,2019-12-11,57.05,-11.55,2019-12-19,66.05,55.92,83.4,15.34,1.71,2.26,DONE,,7.14,45,28,0.62,10.46,11.72,0.2,-15.56,9.61,True,True,2.4,1,2019-10-18,-0.7,stopped,-1.0,-0.0197,0.2475,-0.383,57,-1.0,stopped,57.0,975,925,925,908,rail_reclaim,,"[Setup(symbol='TIRUMALCHM.NS', pole_date='2019-09-11', pole_low=55.6, pole_high=83.4, pole_high_date='2019-09-16', pole_gain=0.5, flag_bars=14, flag_end_date='2019-10-07', rail=64.5, rail_slope_pct=-0.801, sweep_date='2019-12-11', sweep_low=57.05, sweep_below_pct=-11.55, entry_date='2019-10-18', entry=66.2, stop=55.19, target=83.4, risk_pct=16.63, reward_R=1.56, atr=3.72, status='DONE', bars_since_entry=nan, vol_x20=1.66, sweep_bars=45, sweep_red=28, sweep_red_frac=0.62, sweep_vol_x20=10.46, sweep_vol_vs_drift=11.72, sweep_close_pos=0.2, sweep_leg_pct=-15.56, turnover_cr=9.61, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.7, ret_horizon=-0.0853, mfe=0.3278, mae=-0.1382, bars_held=35, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=933, sweep_idx=925, flag_end_idx=-1, pole_idx=-1)]",THIRUMALAI CHEMICALS LTD,1964.4,False,2019,True
WELSPUNLIV.NS,2019-10-22,49.0,59.4,2019-10-29,0.2122,27,2019-12-06,50.3,-0.281,2019-12-06,18.45,-63.32,2019-12-24,48.0,40.81,59.4,14.98,1.59,1.39,DONE,,0.65,0,0,,,,,,93.77,False,False,,0,,0.0,voided,-0.28,-0.101,0.101,-0.5333,24,,,,978,966,-1,-1,first_bullish,2020-01-28,,WELSPUN LIVING LIMITED,21077.3,False,2019,True
PRECAM.NS,2019-11-15,28.25,44.6,2019-11-28,0.5788,10,2019-12-12,38.95,-0.416,2019-12-23,35.0,-10.14,2019-12-26,40.2,33.84,44.6,15.83,0.69,2.33,DONE,,0.25,8,3,0.38,0.2,0.51,0.8,-4.88,2.33,True,True,3.21,0,,0.0,stopped,-1.0,0.0087,0.107,-0.403,51,-0.83,invalidated,50.0,954,945,945,926,rail_reclaim,,,PRECISION CAMSHAFTS LTD.,1139.7,False,2019,True
TI.NS,2019-11-27,12.45,20.15,2019-11-28,0.6185,12,2019-12-16,16.15,-0.7,2020-01-10,12.7,-21.36,2019-12-26,13.35,12.18,20.15,8.76,5.81,1.04,DONE,,0.07,19,8,0.42,0.71,1.82,0.45,-4.95,40.58,False,False,,0,,0.0,voided,-0.34,0.3333,0.4906,-0.0487,10,,,,979,972,-1,-1,first_bullish,2020-01-09,,TILAKNAGAR INDUSTRIES LTD,14565.2,False,2019,True
RML.NS,2019-08-26,198.6,321.7,2019-09-11,0.6198,19,2019-10-10,255.65,-0.581,2019-12-11,217.4,-14.96,2019-12-26,317.45,209.06,321.7,34.15,0.04,16.69,DONE,,58.19,43,26,0.6,4.3,11.07,0.36,-5.77,28.3,True,True,24.17,1,2019-10-17,-0.54,target,0.04,-0.0906,0.1789,-0.6062,1,0.04,target,1.0,979,927,927,898,rail_reclaim,,"[Setup(symbol='RML.NS', pole_date='2019-08-26', pole_low=198.6, pole_high=321.7, pole_high_date='2019-09-11', pole_gain=0.6198, flag_bars=19, flag_end_date='2019-10-10', rail=255.65, rail_slope_pct=-0.581, sweep_date='2019-12-11', sweep_low=217.4, sweep_below_pct=-14.96, entry_date='2019-10-17', entry=264.15, stop=210.73, target=321.7, risk_pct=20.22, reward_R=1.08, atr=13.34, status='DONE', bars_since_entry=nan, vol_x20=1.33, sweep_bars=43, sweep_red=26, sweep_red_frac=0.6, sweep_vol_x20=4.3, sweep_vol_vs_drift=11.07, sweep_close_pos=0.36, sweep_leg_pct=-5.77, turnover_cr=28.3, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.54, ret_horizon=-0.0642, mfe=0.4168, mae=-0.177, bars_held=18, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=932, sweep_idx=927, flag_end_idx=-1, pole_idx=-1)]",RANE (MADRAS) LIMITED,3766.4,False,2019,True
INDSWFTLAB.NS,2019-08-27,32.2,49.6,2019-09-09,0.5404,24,2019-10-16,37.05,-0.818,2019-10-16,15.0,-59.51,2019-12-27,22.55,19.56,49.6,13.26,9.05,1.28,DONE,,0.18,0,0,,,,,,30.17,False,False,,0,,0.0,voided,-0.23,-0.0244,0.1641,-0.3348,31,,,,980,931,-1,-1,first_bullish,2020-02-10,,IND SWIFT LABORATORIES LT,3489.3,False,2019,True
V2RETAIL.NS,2019-08-26,8.98,13.45,2019-09-11,0.4969,59,2019-12-09,10.35,-0.426,2019-12-09,3.03,-70.77,2019-12-31,10.41,2.71,13.45,73.97,0.39,0.63,DONE,,8.66,0,0,,,,,,18.85,False,False,,0,,0.0,voided,-0.21,-0.2085,0.22,-0.7094,28,,,,982,967,-1,-1,rail_reclaim,2020-02-07,,V2 RETAIL LIMITED,7820.4,False,2019,True
JINDALSAW.NS,2019-09-20,34.15,44.25,2019-09-27,0.2958,48,2019-12-10,36.5,-0.18,2019-12-11,35.05,-3.97,2020-01-01,42.58,34.26,44.25,19.53,0.2,1.58,DONE,,25.19,2,2,1.0,1.5,2.12,0.16,-1.92,56.15,True,True,16.64,0,,0.0,target,0.2,-0.0258,0.2049,-0.5244,1,0.2,target,1.0,983,968,968,915,rail_reclaim,,,JINDAL SAW LIMITED,18051.1,False,2020,True
PARAGMILK.NS,2019-11-18,125.15,157.0,2019-11-26,0.2545,11,2019-12-11,141.15,-0.345,2019-12-11,48.5,-65.64,2020-01-01,140.0,118.22,157.0,15.56,0.78,4.57,DONE,,2.33,0,0,,,,,,52.74,False,False,,0,,0.0,voided,-0.81,-0.2611,0.1636,-0.6536,23,,,,891,877,-1,-1,first_bullish,2020-02-03,,PARAG MILK FOODS LTD.,3269.0,False,2020,True
TVSSRICHAK.NS,2019-09-23,1720.1,2025.0,2019-09-24,0.1773,50,2019-12-09,1700.3,-0.094,2019-12-09,758.0,-55.42,2020-01-03,1730.45,735.17,2025.0,57.52,0.3,45.66,DONE,,6.21,0,0,,,,,,8.8,False,False,,0,,0.0,voided,-0.18,-0.0599,0.0783,-0.562,35,,,,985,967,-1,-1,rail_reclaim,2020-02-24,,TVS SRICHAKRA LIMITED,3378.3,False,2020,True
DPABHUSHAN.NS,2019-12-09,37.5,52.5,2019-12-20,0.4,6,2019-12-31,52.5,0.0,2019-12-31,48.1,-8.38,2020-01-06,52.95,47.64,52.5,10.02,-0.08,0.91,DONE,,1.11,1,0,0.0,0.55,,,-8.38,3.13,True,True,0.86,0,,0.0,target,-0.08,0.2738,0.4023,-0.1076,1,-0.08,target,1.0,540,536,536,521,first_bullish,,,D. P. ABHUSHAN LIMITED,3208.7,False,2020,True
DPABHUSHAN.NS,2019-12-09,37.5,52.5,2019-12-20,0.4,6,2019-12-31,52.5,0.0,2019-12-31,48.1,-8.38,2020-01-06,52.95,47.64,52.5,10.02,-0.08,0.91,DONE,,1.11,1,0,0.0,0.55,,,-8.38,3.13,True,True,0.86,0,,0.0,target,-0.08,0.2738,0.4023,-0.1076,1,-0.08,target,1.0,540,536,536,521,rail_reclaim,,,D. P. ABHUSHAN LIMITED,3208.7,False,2020,True
IGARASHI.NS,2019-12-24,215.0,416.4,2019-12-27,0.9367,6,2020-01-06,351.75,-1.068,2020-01-06,149.55,-57.48,2020-01-07,332.75,264.96,416.4,20.37,1.23,30.38,DONE,,0.49,0,0,,,,,,31.28,False,False,,0,,0.0,voided,-0.23,0.0032,0.1059,-0.5506,15,,,,987,986,-1,-1,first_bullish,2020-01-28,,IGARASHI MOTORS INDIA LTD,1316.8,False,2020,True
TI.NS,2019-11-27,12.45,20.15,2019-11-28,0.6185,12,2019-12-16,16.15,-0.7,2020-01-10,12.7,-21.36,2020-01-10,12.95,12.38,20.15,4.37,12.72,0.63,DONE,,0.67,19,8,0.42,0.71,1.82,0.45,-4.95,40.58,False,False,-19.81,1,2019-12-26,-0.34,time,2.74,0.4595,0.5367,-0.0193,60,2.74,time,60.0,990,972,972,959,first_bullish,,"[Setup(symbol='TI.NS', pole_date='2019-11-27', pole_low=12.45, pole_high=20.15, pole_high_date='2019-11-28', pole_gain=0.6185, flag_bars=12, flag_end_date='2019-12-16', rail=16.15, rail_slope_pct=-0.7, sweep_date='2020-01-10', sweep_low=12.7, sweep_below_pct=-21.36, entry_date='2019-12-26', entry=13.35, stop=12.18, target=20.15, risk_pct=8.76, reward_R=5.81, atr=1.04, status='DONE', bars_since_entry=nan, vol_x20=0.07, sweep_bars=19, sweep_red=8, sweep_red_frac=0.42, sweep_vol_x20=0.71, sweep_vol_vs_drift=1.82, sweep_close_pos=0.45, sweep_leg_pct=-4.95, turnover_cr=40.58, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.34, ret_horizon=0.3333, mfe=0.4906, mae=-0.0487, bars_held=10, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=979, sweep_idx=972, flag_end_idx=-1, pole_idx=-1)]",TILAKNAGAR INDUSTRIES LTD,14565.2,False,2020,True
PARAGMILK.NS,2019-11-18,125.15,157.0,2019-11-26,0.2545,11,2019-12-11,141.15,-0.345,2019-12-11,48.5,-65.64,2020-01-13,153.2,45.5,157.0,70.3,0.04,6.0,DONE,,3.78,0,0,,,,,,52.74,False,False,,0,,0.0,voided,-0.29,-0.3786,0.0633,-0.6834,15,,,,899,877,-1,-1,rail_reclaim,2020-02-03,,PARAG MILK FOODS LTD.,3269.0,False,2020,True
PNBHOUSING.NS,2019-10-18,306.86,475.99,2019-11-04,0.5511,23,2019-12-06,414.04,-0.369,2019-12-06,120.63,-70.86,2020-01-16,441.7,110.59,475.99,74.96,0.1,20.09,DONE,,2.14,0,0,,,,,,104.81,False,False,,0,,0.0,voided,-0.31,-0.3251,0.0857,-0.7269,12,,,,787,759,-1,-1,rail_reclaim,2020-02-03,,PNB HOUSING FIN LTD.,28545.0,False,2020,True
